Source,Target,Score
RE-77,SimulatorScenario,0.7606
RE-695,FlightManagerService,0.7604
RE-597,UAVRegistrationPersistenceProvider,0.7603
RE-114,UAVTypeRegistrationPersistenceProvider,0.7603
RE-501,IDronologyChangeListener,0.7602
RE-587,UAVTypeRegistrationServiceRemoteFacade,0.7602
RE-541,TaskList,0.7601
RE-626,UAVTypeRegistrationService,0.7600
RE-508,IUAVTypeRegistrationRemoteService,0.7599
RE-681,DroneFleetManager,0.7598
RE-508,IDroneCommandHandler,0.7598
RE-691,IFlightRouteplanningServiceInstance,0.7597
RE-101,UnitState,0.7596
RE-701,ServiceStatus,0.7595
RE-681,MissionElementFactory,0.7593
RE-114,FlightRouteplanningServiceInstance,0.7593
RE-706,DronologyServiceException,0.7592
RE-549,FakePythonGroundstation,0.7592
RE-626,DroneCollector,0.7592
RE-701,DronologyServiceException,0.7591
RE-693,IBaseServiceProvider,0.7590
RE-101,FakePythonGroundstation,0.7589
RE-646,AreaMappingInfo,0.7588
RE-706,ServiceStatus,0.7588
RE-729,PlanPool,0.7586
RE-501,PlanPool,0.7586
RE-701,DroneRouteAssignment,0.7585
RE-80,GeneratedMappedArea,0.7584
RE-759,UnitState,0.7582
RE-639,IFlightSimulator,0.7581
RE-706,FormatUtil,0.7581
RE-689,DroneFleetManager,0.7581
RE-594,FlightRoute,0.7580
RE-508,IUAVMissionDescription,0.7580
RE-691,UAVRegistrationServiceInstance,0.7576
RE-646,SynchronizationPoint,0.7576
RE-28,AbstractFlightPattern,0.7576
RE-691,MessageMarshaller,0.7574
RE-114,ISimulatorScenario,0.7573
RE-681,AFMainLayout,0.7573
RE-101,IFlightManagerServiceInstance,0.7572
RE-639,RemoteManagerFactory,0.7572
RE-709,SynchronizationState,0.7572
RE-101,FlightRoute,0.7572
RE-639,UAVTypeRegistrationServiceRemoteFacade,0.7570
RE-551,SynchronizationState,0.7570
RE-626,IFlightRoute,0.7570
RE-706,PatternFactory,0.7570
RE-701,PatternFactory,0.7569
RE-508,MonitoringDispatchThread,0.7568
RE-693,SynchronizationState,0.7568
RE-508,MockupProbe,0.7566
RE-639,SyncConstants,0.7566
RE-501,FlightInfoCreator,0.7565
RE-101,AMInfoBox,0.7565
RE-555,IFlightRouteplanningRemoteService,0.7565
RE-508,IRegionOfInterest,0.7564
RE-693,MissionPlanningService,0.7562
RE-759,IExecuteableMissionPlan,0.7562
RE-424,SupervisorService,0.7562
RE-508,FlightInfoCreator,0.7561
RE-77,FlightRoute,0.7560
RE-508,DronologyServiceException,0.7560
RE-709,IRemoteServiceListener,0.7559
RE-555,IFlightManagerServiceInstance,0.7559
RE-626,DronologyServiceRunner,0.7558
RE-722,IMonitorableMessage,0.7557
RE-587,MessageMarshaller,0.7556
RE-424,IBaseServiceProvider,0.7556
RE-611,AbstractDrone,0.7555
RE-689,UAVMessageFactory,0.7554
RE-691,FlightRoute,0.7553
RE-80,UAVStateMessage,0.7551
RE-80,AreaMappingInfo,0.7550
RE-28,ModeChangeMessageTypeAdapter,0.7550
RE-597,AreaMappingPersistenceProvider,0.7549
RE-28,ArtifactIdentifierTree,0.7549
RE-714,UAVHandshakeMessage,0.7548
RE-597,AreaMappingServiceRemoteFacade,0.7548
RE-77,FlightPlanFactory,0.7548
RE-587,DroneFleetManager,0.7548
RE-508,PersistableUAVMissionDescription,0.7545
RE-646,AreaMapping,0.7545
RE-555,UnitState,0.7544
RE-691,RouteAssignmentDemoScript,0.7542
RE-508,FakePassivPythonGroundstation,0.7542
RE-616,LlaCoordinate,0.7540
RE-541,UAVTypeRegistrationServiceRemoteFacade,0.7539
RE-551,ManagedHashTableList,0.7539
RE-701,FormatUtil,0.7538
RE-759,JSONMissionPlanReader,0.7538
RE-722,StateMessageTypeAdapter,0.7538
RE-594,SynchronizationPoint,0.7538
RE-508,FakePassivPythonGroundstation2,0.7536
RE-626,IDroneSetupRemoteService,0.7536
RE-596,SimulatorFactory,0.7535
RE-508,PatternFactory,0.7533
RE-501,ServiceStatus,0.7533
RE-695,AMInfoBox,0.7531
RE-508,IRemoteMonitoringMessageHandler,0.7531
RE-594,SearchConstants,0.7530
RE-508,IUAVTypeRegistration,0.7529
RE-639,ServiceIds,0.7527
RE-549,UAVStateMessage,0.7526
RE-77,IFlightPlan,0.7525
RE-597,UAVRegistrationServiceRemoteFacade,0.7525
RE-501,UAVTypeRegistrationPersistenceProvider,0.7525
RE-508,RouteAssignmentDemoScript,0.7524
RE-80,IFlightRouteplanningServiceInstance,0.7523
RE-508,IdentifierCreator,0.7523
RE-551,SynchronizationManager,0.7522
RE-541,JSONMissionPlanReader,0.7520
RE-656,MissionElementFactory,0.7519
RE-587,SupervisorService,0.7518
RE-695,DroneFleetManager,0.7515
RE-709,RouteAssignmentDemoScript,0.7513
RE-80,RRDemoScript,0.7513
RE-714,IUAVSafetyValidator,0.7512
RE-501,DroneConnectorService,0.7511
RE-549,ISimulatorScenario,0.7510
RE-646,WatchServiceRunner,0.7510
RE-656,IFlightRouteplanningServiceInstance,0.7510
RE-501,JsonTester,0.7510
RE-501,JSONSendTester,0.7510
RE-114,IDroneConnectorServiceInstance,0.7508
RE-508,IAreaMappingRemoteService,0.7507
RE-597,DroneMonitoringServiceRemoteFacade,0.7507
RE-101,SupervisorService,0.7506
RE-597,FlightRoutePersistenceProvider,0.7506
RE-639,RemoteMessageHandler,0.7505
RE-587,UAVMessageFactory,0.7504
RE-555,SupervisorService,0.7500
RE-508,IPersistableItem,0.7496
RE-551,AMControlsComponent,0.7495
RE-639,IDroneSetupRemoteService,0.7495
RE-541,IBatterySimulator,0.7493
RE-646,IUAVTypeRegistrationServiceInstance,0.7493
RE-594,DroneSetupServiceRemoteFacade,0.7492
RE-80,PlanPoolManager,0.7492
RE-549,MappingInfo,0.7491
RE-709,IBatterySimulator,0.7491
RE-114,IFlightRoute,0.7490
RE-508,ServiceInfo,0.7490
RE-501,IRemoteMonitoringMessageHandler,0.7489
RE-114,IDroneMonitoringServiceInstance,0.7489
RE-689,SupervisorService,0.7488
RE-626,RemoteManagerFactory,0.7488
RE-28,EdgeLla,0.7488
RE-587,IFileTransmitRemoteService,0.7486
RE-695,FakePythonGroundstation,0.7485
RE-101,AFControlsComponent,0.7485
RE-695,UnitState,0.7484
RE-695,FlightRoute,0.7483
RE-28,AFMainLayout,0.7482
RE-77,ExportDrone,0.7482
RE-25,FlightPlan,0.7480
RE-508,JSONMissionPlanReader,0.7480
RE-611,DroneCollectionStatus,0.7480
RE-28,IFlightRoute,0.7479
RE-541,IRemoteServiceListener,0.7479
RE-616,MonitoringDispatchThread,0.7478
RE-101,StatusDispatchThread,0.7477
RE-541,SearchConstants,0.7477
RE-701,ResultCreationUtil,0.7477
RE-693,MessageMarshaller,0.7477
RE-706,ResultCreationUtil,0.7476
RE-596,IBatterySimulator,0.7476
RE-77,ISimulatorScenario,0.7475
RE-709,IMonitoringDataHandler,0.7475
RE-114,DroneConnectorService,0.7474
RE-597,AbstractFileTransmitServiceInstance,0.7472
RE-639,MonitorDialog,0.7470
RE-691,AMInfoBox,0.7470
RE-626,IFlightRouteplanningRemoteService,0.7469
RE-759,MessageMarshaller,0.7468
RE-693,RouteAssignmentDemoScript,0.7468
RE-656,FlightPlanFactory,0.7466
RE-508,AbstractFlightPattern,0.7465
RE-80,UAVStatusWrapper,0.7465
RE-611,RuntimeDroneTypes,0.7464
RE-114,DefaultDroneCollector,0.7463
RE-77,LlaCoordinate,0.7463
RE-508,UAVTypeRegistration,0.7460
RE-689,IFileTransmitRemoteService,0.7460
RE-551,RouteAssignmentDemoScript,0.7459
RE-611,IFlightPlan,0.7457
RE-722,RemoteMessageHandler,0.7457
RE-594,AbstractFlightPattern,0.7457
RE-589,DroneVoltageSimulator,0.7455
RE-646,TaskList,0.7453
RE-80,PlanPool,0.7452
RE-656,UnitState,0.7452
RE-549,JsonTester,0.7450
RE-549,JSONSendTester,0.7450
RE-611,ArtifactIdentifier,0.7449
RE-80,IRemoteServiceListener,0.7446
RE-549,UAVStatusWrapper,0.7445
RE-626,SimulatorScenario,0.7445
RE-611,TreeNode,0.7445
RE-616,SynchronizationManager,0.7444
RE-639,CommandIds,0.7442
RE-639,ResultCreationUtil,0.7441
RE-541,FakePassivPythonGroundstation,0.7440
RE-508,CommandIds,0.7440
RE-549,WatchServiceRunner,0.7438
RE-616,RemoteServerProcessListenerAdapter,0.7438
RE-691,UAVMessageFactory,0.7436
RE-594,DronologyMonitoringManager,0.7435
RE-541,FakePassivPythonGroundstation2,0.7435
RE-681,IFlightRouteplanningServiceInstance,0.7434
RE-646,IFlightPlan,0.7433
RE-611,MapDrawingUtil,0.7433
RE-508,DronologyElementFactory,0.7432
RE-541,PlanPool,0.7432
RE-77,AbstractRMIRemoteObject,0.7431
RE-77,PlanPoolManager,0.7431
RE-501,FlightInfo,0.7428
RE-656,UAVTypeRegistrationServiceRemoteFacade,0.7428
RE-508,DummyLockObject,0.7427
RE-508,IFlightSimulator,0.7426
RE-693,UnitState,0.7425
RE-597,UAVListenerManager,0.7425
RE-639,IFlightRouteplanningServiceInstance,0.7425
RE-639,DefaultDroneCollector,0.7424
RE-508,FlightInfo,0.7423
RE-541,PlanPoolManager,0.7422
RE-695,IFlightRouteplanningRemoteService,0.7421
RE-501,DroneMonitoringService,0.7419
RE-424,FakePythonGroundstation,0.7419
RE-114,SimulatorScenario,0.7419
RE-541,IUAVProxy,0.7419
RE-501,DronologyElementFactory,0.7417
RE-587,SimpleTakeoffFlightPlan,0.7416
RE-501,DronologyServiceException,0.7416
RE-28,FullMissionPlan,0.7416
RE-28,RRDemoScript,0.7416
RE-646,AFFollowBar,0.7416
RE-549,SearchConstants,0.7415
RE-646,MockupProbe,0.7414
RE-77,PlanPool,0.7413
RE-646,IAreaMapping,0.7413
RE-714,DroneSafetyStateManager,0.7410
RE-611,AFControlsComponent,0.7408
RE-114,DroneCollector,0.7408
RE-639,AFMainLayout,0.7408
RE-103,FakePythonGroundstation,0.7406
RE-541,RemoteManagerFactory,0.7406
RE-597,DroneFleetManager,0.7405
RE-77,TakeoffCommand,0.7404
RE-77,AbstractStatusDispatchThread,0.7404
RE-541,FlightRouteplanningServiceInstance,0.7402
RE-549,UAVProxyManager,0.7400
RE-80,FlightRouteplanningServiceInstance,0.7397
RE-611,IRouteCreator,0.7396
RE-424,IFileTransmitRemoteService,0.7396
RE-28,AMInfoBox,0.7395
RE-501,PatternFactory,0.7394
RE-681,UAVTypeRegistrationServiceRemoteFacade,0.7392
RE-759,UAVMessageFactory,0.7392
RE-551,StateMessageTypeAdapter,0.7392
RE-549,AFMainLayout,0.7391
RE-611,JsonTester2,0.7390
RE-587,IBaseServiceProvider,0.7390
RE-28,UAVProxyManager,0.7388
RE-691,FakePythonGroundstation,0.7388
RE-551,PysicalDroneIdGenerator,0.7387
RE-701,DistanceChecker,0.7386
RE-541,CommandIds,0.7386
RE-501,IdentifierCreator,0.7385
RE-541,AFFollowBar,0.7385
RE-25,IServiceInstance,0.7385
RE-611,KMLExporter,0.7384
RE-656,MessageMarshaller,0.7383
RE-501,IUAVTypeRegistrationServiceInstance,0.7383
RE-77,SearchConstants,0.7380
RE-77,MockupProbe,0.7380
RE-28,SearchConstants,0.7379
RE-597,BaseServiceProvider,0.7376
RE-555,MonitoringDispatchThread,0.7375
RE-639,DroneCollector,0.7375
RE-114,SynchronizationState,0.7374
RE-501,RouteAssignmentDemoScript,0.7373
RE-695,UAVTypeRegistrationServiceInstance,0.7372
RE-114,RouteAssignmentDemoScript,0.7371
RE-759,DroneFleetManager,0.7371
RE-80,DefaultDroneCollector,0.7369
RE-693,UAVMessageFactory,0.7368
RE-541,IServiceListener,0.7368
RE-594,PlanPool,0.7367
RE-646,IMissionPlan,0.7367
RE-594,RemoteServerProcessListenerAdapter,0.7366
RE-549,IFlightRoute,0.7366
RE-555,IDroneCommand,0.7365
RE-551,RemoteServerProcessListenerAdapter,0.7364
RE-689,IBaseServiceProvider,0.7363
RE-646,PersistableMissionPlan,0.7363
RE-709,UnitState,0.7362
RE-701,RouteAssignmentDemoScript,0.7362
RE-114,ManagedHashTableList,0.7362
RE-508,UAVEquipmentTypeRegistration,0.7361
RE-103,SupervisorServiceInstance,0.7361
RE-611,FakePythonGroundstation,0.7360
RE-103,AMInfoBox,0.7360
RE-77,GeneratedMappedArea,0.7358
RE-597,FlightRouteInfo,0.7356
RE-594,IManagedDroneStateChangeListener,0.7355
RE-616,UAVMessageFactory,0.7355
RE-611,KMLMapCreator,0.7355
RE-611,WorkspaceInitializer,0.7355
RE-77,IFlightRoute,0.7355
RE-541,IUAVTypeRegistrationServiceInstance,0.7355
RE-681,IBaseServiceProvider,0.7353
RE-626,SynchronizationState,0.7352
RE-656,DroneFleetManager,0.7352
RE-656,SupervisorService,0.7351
RE-594,IDroneStatusChangeListener,0.7351
RE-541,ISupervisorServiceInstance,0.7351
RE-101,IFileTransmitRemoteService,0.7350
RE-611,AbstractDroneCommand,0.7348
RE-80,DroneFleetManager,0.7347
RE-28,AreaMappingInfo,0.7346
RE-80,DroneCollector,0.7346
RE-424,AMControlsComponent,0.7346
RE-646,ArtifactIdentifierTree,0.7346
RE-656,IFlightManagerServiceInstance,0.7345
RE-541,AbstractStatusDispatchThread,0.7345
RE-597,IDroneSetupServiceInstance,0.7345
RE-77,AFMainLayout,0.7345
RE-597,FakePythonGroundstation,0.7344
RE-501,IAreaMappingRemoteService,0.7343
RE-555,IFileTransmitRemoteService,0.7343
RE-28,AbstractRMIRemoteObject,0.7341
RE-80,IServiceListener,0.7340
RE-114,IAreaMappingRemoteService,0.7339
RE-508,PreciseTimestamp,0.7338
RE-759,IBaseServiceProvider,0.7338
RE-77,DroneVoltageSimulator,0.7338
RE-681,SupervisorService,0.7336
RE-701,IServiceListener,0.7336
RE-701,SynchronizationState,0.7336
RE-541,ServiceStatus,0.7335
RE-693,SupervisorServiceInstance,0.7333
RE-594,IAreaMappingServiceInstance,0.7333
RE-541,IFileChangeNotifyable,0.7333
RE-551,WorkspaceInitializer,0.7333
RE-549,PreciseTimestamp,0.7332
RE-100,StatusDispatchThread,0.7331
RE-597,ResultCreationUtil,0.7330
RE-555,JsonTester2,0.7330
RE-616,AssignedDrone,0.7329
RE-501,CommandIds,0.7328
RE-729,DroneMonitoringServiceRemoteFacade,0.7328
RE-656,UAVMessageFactory,0.7328
RE-424,AMInfoBox,0.7327
RE-77,AMMapComponent,0.7327
RE-508,SyncConstants,0.7327
RE-706,IServiceListener,0.7324
RE-693,IRemoteConnectionServiceInstance,0.7324
RE-646,SimulatorScenario,0.7323
RE-501,AFDragLayout,0.7323
RE-28,FlightRouteInfo,0.7322
RE-639,MissionPlanningServiceInstance,0.7322
RE-639,IFlightRouteplanningRemoteService,0.7322
RE-626,RemoteServerProcessListenerAdapter,0.7319
RE-114,DroneMonitoringService,0.7318
RE-611,AssignedDrone,0.7317
RE-695,AbstractServerService,0.7317
RE-689,AMControlsComponent,0.7316
RE-80,DronologySeriviceListener,0.7316
RE-594,ISupervisorServiceInstance,0.7313
RE-501,DummyLockObject,0.7313
RE-597,ISupervisorServiceInstance,0.7313
RE-549,AbstractRMIRemoteObject,0.7312
RE-541,IFlightSimulator,0.7311
RE-101,IBaseServiceProvider,0.7310
RE-626,FlightManagerService,0.7309
RE-501,IFlightSimulator,0.7308
RE-501,ArtifactIdentifierTree,0.7308
RE-709,DroneRouteAssignment,0.7308
RE-80,RemoteManagerFactory,0.7306
RE-594,AbstractRMIRemoteObject,0.7306
RE-597,FlightRouteplanningServiceInstance,0.7305
RE-722,RemoteInfo,0.7302
RE-80,IDroneStatusChangeListener,0.7301
RE-80,IDroneCommandHandler,0.7301
RE-594,ManagedHashTableList,0.7301
RE-597,AreaMappingServiceInstance,0.7298
RE-594,FlightRouteplanningServiceInstance,0.7297
RE-646,IUAVMissionDescription,0.7297
RE-691,IDroneSetupRemoteService,0.7296
RE-80,CommandIds,0.7296
RE-508,IUAVEquipmentTypeRegistration,0.7295
RE-626,ManagedHashTableList,0.7292
RE-706,RouteAssignmentDemoScript,0.7290
RE-594,FlightRouteplanningServiceRemoteFacade,0.7287
RE-77,AbstractFileTransmitServiceInstance,0.7286
RE-594,FlightRouteplanningService,0.7286
RE-722,UAVMonitorableMessage,0.7285
RE-541,IPersistableItem,0.7285
RE-28,AbstractFileTransmitServiceInstance,0.7284
RE-695,AFDragLayout,0.7284
RE-587,AMControlsComponent,0.7284
RE-693,DroneFleetManager,0.7283
RE-555,FlightZoneException,0.7283
RE-695,AMInfoPanel,0.7283
RE-706,SynchronizationState,0.7283
RE-626,RouteAssignmentDemoScript,0.7281
RE-594,AMInfoBox,0.7280
RE-77,FlightRouteInfo,0.7279
RE-541,IAreaMapping,0.7279
RE-597,IDroneCommand,0.7278
RE-114,RemoteServerProcessListenerAdapter,0.7278
RE-656,AMControlsComponent,0.7277
RE-611,MapNode,0.7275
RE-80,UAVTypeRegistrationServiceRemoteFacade,0.7275
RE-551,MessageMarshaller,0.7274
RE-555,IBaseServiceProvider,0.7274
RE-706,DistanceChecker,0.7273
RE-656,IFileTransmitRemoteService,0.7273
RE-759,IRemoteConnectionServiceInstance,0.7272
RE-508,DroneFleetManager,0.7272
RE-646,IDroneCommandHandler,0.7271
RE-646,IRegionOfInterest,0.7271
RE-103,IFlightManagerServiceInstance,0.7269
RE-639,IFileTransmitRemoteService,0.7269
RE-28,IDroneCommandHandler,0.7268
RE-597,DefaultDroneCollector,0.7267
RE-646,PersistableUAVMissionDescription,0.7266
RE-549,FlightRouteInfo,0.7264
RE-695,UAVRegistrationServiceInstance,0.7264
RE-101,MonitoringDispatchThread,0.7263
RE-594,IFlightRouteplanningServiceInstance,0.7261
RE-646,IUAVTypeRegistration,0.7260
RE-551,DroneCollectionStatus,0.7260
RE-695,IFileTransmitRemoteService,0.7260
RE-80,ISupervisorServiceInstance,0.7259
RE-555,FileManager,0.7258
RE-759,MissionPlanningService,0.7258
RE-626,IFlightRouteplanningServiceInstance,0.7257
RE-508,IDroneSetupRemoteService,0.7254
RE-691,DroneMonitoringServiceInstance,0.7253
RE-626,IBatterySimulator,0.7251
RE-597,ISimulatorScenario,0.7250
RE-501,IFlightPlan,0.7250
RE-80,FakePassivPythonGroundstation,0.7248
RE-80,AbstractStatusDispatchThread,0.7246
RE-551,RuntimeDroneTypes,0.7246
RE-28,IFlightRouteplanningServiceInstance,0.7245
RE-549,AMInfoBox,0.7245
RE-501,SyncConstants,0.7244
RE-77,MappingInfo,0.7244
RE-501,UAVTypeRegistrationServiceInstance,0.7244
RE-551,IDroneCommand,0.7243
RE-691,DroneFleetManager,0.7242
RE-501,MonitoringDispatchThread,0.7242
RE-80,FakePassivPythonGroundstation2,0.7242
RE-693,FlightRoute,0.7240
RE-594,UAVTypeRegistrationServiceRemoteFacade,0.7240
RE-549,AbstractFileTransmitServiceInstance,0.7240
RE-80,IManagedDroneStateChangeListener,0.7240
RE-709,IDronologyChangeListener,0.7240
RE-80,JSONMissionPlanReader,0.7239
RE-594,FakePythonGroundstation,0.7239
RE-551,SynchronizationPoint,0.7238
RE-693,AMInfoBox,0.7236
RE-597,IAreaMappingServiceInstance,0.7235
RE-611,JsonTester,0.7232
RE-611,JSONSendTester,0.7232
RE-597,AMControlsComponent,0.7229
RE-722,ManagedHashTableList,0.7229
RE-701,IFileChangeNotifyable,0.7227
RE-541,IdentifierCreator,0.7226
RE-594,DroneSetupServiceInstance,0.7225
RE-100,SynchronizationManager,0.7224
RE-541,PatternFactory,0.7223
RE-101,FileManager,0.7223
RE-114,RemoteManagerFactory,0.7222
RE-549,PlanPoolManager,0.7222
RE-80,IMonitoringDataHandler,0.7222
RE-549,GeneratedMappedArea,0.7222
RE-691,IBatterySimulator,0.7221
RE-541,PatternTask,0.7220
RE-508,SupervisorService,0.7220
RE-706,IFileChangeNotifyable,0.7220
RE-639,ManagedHashTableList,0.7219
RE-597,DroneCollector,0.7218
RE-646,ISimulatorScenario,0.7218
RE-681,IFileTransmitRemoteService,0.7218
RE-656,IBaseServiceProvider,0.7218
RE-594,AreaMappingService,0.7218
RE-541,AbstractServiceInstance,0.7217
RE-103,FlightRoute,0.7217
RE-28,GeneratedMappedArea,0.7216
RE-77,IRemoteServiceListener,0.7215
RE-549,AbstractFlightPattern,0.7215
RE-597,AreaMappingService,0.7214
RE-501,AMInfoPanel,0.7214
RE-639,RemoteServerProcessListenerAdapter,0.7214
RE-77,AMInfoBox,0.7213
RE-646,IFlightRoute,0.7213
RE-594,IPlanStatusChangeListener,0.7211
RE-597,SimulatorScenario,0.7211
RE-551,AFControlsComponent,0.7211
RE-549,PlanPool,0.7211
RE-77,DroneSafetyStateManager,0.7209
RE-80,ServiceStatus,0.7209
RE-541,ServiceInfo,0.7209
RE-587,IFlightManagerServiceInstance,0.7207
RE-594,UAVRegistrationServiceRemoteFacade,0.7207
RE-689,FakePythonGroundstation,0.7207
RE-626,IFileTransmitRemoteService,0.7205
RE-701,IBatterySimulator,0.7202
RE-541,PersistableMissionPlan,0.7201
RE-681,FakePythonGroundstation,0.7200
RE-594,AFMainLayout,0.7200
RE-77,FakePassivPythonGroundstation,0.7199
RE-689,AMInfoBox,0.7198
RE-25,StopCommand,0.7198
RE-508,ServiceIds,0.7196
RE-626,UAVTypeRegistrationServiceRemoteFacade,0.7196
RE-25,IUAVMissionTask,0.7196
RE-80,IFileChangeNotifyable,0.7195
RE-77,FakePassivPythonGroundstation2,0.7194
RE-501,TreeNode,0.7194
RE-722,IFlightSimulator,0.7192
RE-706,IBatterySimulator,0.7191
RE-701,IRemoteMonitoringMessageHandler,0.7190
RE-101,JsonTester2,0.7190
RE-28,DistanceChecker,0.7189
RE-28,PlanPool,0.7187
RE-77,IManagedDroneStateChangeListener,0.7186
RE-646,UAVTypeRegistration,0.7185
RE-77,CommandIds,0.7184
RE-695,FlightPlanFactory,0.7184
RE-80,AreaMapping,0.7183
RE-611,PreciseTimestamp,0.7183
RE-706,IRemoteMonitoringMessageHandler,0.7182
RE-729,UAVMessageFactory,0.7181
RE-646,TreeNode,0.7181
RE-424,SupervisorServiceInstance,0.7180
RE-100,RouteAssignmentDemoScript,0.7180
RE-594,UAVMessageFactory,0.7180
RE-100,SynchronizationState,0.7179
RE-555,SupervisorServiceInstance,0.7178
RE-549,IRemoteServiceListener,0.7178
RE-114,FlightManagerService,0.7178
RE-729,IncommingGroundstationConnectionServer,0.7177
RE-101,SupervisorServiceInstance,0.7176
RE-709,IncommingGroundstationConnectionServer,0.7175
RE-646,IPersistableItem,0.7175
RE-597,FlightRouteplanningService,0.7175
RE-596,FlightZoneException,0.7173
RE-103,IRemoteConnectionServiceInstance,0.7171
RE-508,IDroneMonitoringServiceInstance,0.7171
RE-77,IFlightRouteplanningServiceInstance,0.7170
RE-114,IBatterySimulator,0.7169
RE-611,LlaCoordinate,0.7168
RE-691,FlightManagerService,0.7167
RE-549,RRDemoScript,0.7167
RE-541,DronologyServiceException,0.7166
RE-594,IFlightSimulator,0.7166
RE-639,IBatterySimulator,0.7165
RE-77,ArtifactIdentifierTree,0.7164
RE-101,IDroneCommand,0.7164
RE-695,SimpleTakeoffFlightPlan,0.7162
RE-551,SimulatorScenario,0.7158
RE-616,AMControlsComponent,0.7157
RE-611,SearchConstants,0.7157
RE-587,FakePythonGroundstation,0.7157
RE-549,ArtifactIdentifierTree,0.7157
RE-80,DronologyListenerManager,0.7156
RE-759,AMInfoBox,0.7156
RE-28,IRemoteServiceListener,0.7156
RE-594,FlightInfoCreator,0.7156
RE-28,PlanPoolManager,0.7155
RE-501,FlightZoneException,0.7155
RE-551,MonitoringDispatchThread,0.7153
RE-508,RemoteManager,0.7153
RE-594,RemoteManagerFactory,0.7153
RE-114,AFMainLayout,0.7152
RE-646,IUAVTypeRegistrationRemoteService,0.7152
RE-114,UAVTypeRegistrationService,0.7150
RE-616,MessageMarshaller,0.7150
RE-626,MissionElementFactory,0.7148
RE-709,IDroneStatusChangeListener,0.7148
RE-646,StatusDispatchThread,0.7148
RE-689,IFlightManagerServiceInstance,0.7148
RE-759,SimpleTakeoffFlightPlan,0.7147
RE-594,JsonTester2,0.7147
RE-587,AMInfoBox,0.7146
RE-549,ModeChangeMessageTypeAdapter,0.7145
RE-100,ManagedHashTableList,0.7145
RE-541,FlightPlanFactory,0.7145
RE-594,DronologyListenerManager,0.7144
RE-80,IFlightSimulator,0.7142
RE-701,IRemoteServiceListener,0.7140
RE-77,IFlightSimulator,0.7140
RE-501,ServiceIds,0.7140
RE-77,IUAVProxy,0.7140
RE-597,AbstractFileTransmitServerService,0.7139
RE-101,FlightManagerServiceInstance,0.7138
RE-597,AFMainLayout,0.7137
RE-709,UAVStateMessage,0.7136
RE-28,AbstractStatusDispatchThread,0.7136
RE-549,MockupProbe,0.7135
RE-594,AreaMappingServiceInstance,0.7134
RE-549,EdgeLla,0.7134
RE-693,AMControlsComponent,0.7132
RE-693,FakePythonGroundstation,0.7131
RE-77,IServiceListener,0.7131
RE-722,AdaptedCreepingLinePrimitive,0.7130
RE-549,IFlightRouteplanningServiceInstance,0.7130
RE-691,StatusDispatchThread,0.7129
RE-501,RRDemoScript,0.7128
RE-549,FullMissionPlan,0.7127
RE-693,FullMissionPlan,0.7127
RE-28,DroneFleetManager,0.7126
RE-706,IRemoteServiceListener,0.7126
